"AC" "TC" "DESCR" "OS" "GN" "PE" "SV"
"6973" "Q01937" "3.A.1.1.4" "Lactose transport ATP-binding protein lacK - Agrobacterium radiobacter." "" "" "" ""
"6974" "Q01959" "2.A.22.1.3" "SODIUM-DEPENDENT DOPAMINE TRANSPORTER (DA TRANSPORTER) (DAT) - Homo sapiens (Human)." "" "" "" ""
"6975" "Q01B54" "2.A.112.2.4" "WGS project CAID00000000 data, contig chromosome 04" "Ostreococcus tauri" "Ot04g01950" "4" "1"
"6976" "Q01E11" "2.A.93.1.6" "Cysteine proteinase Cathepsin F (ISS)" "Ostreococcus tauri" "Ot02g05670" "4" "1"
"6977" "Q01E95" "2.A.1.19.42" "Slc22 solute carrier family (IC)" "Ostreococcus tauri" "Slc22" "4" "2"
"6978" "Q01HW9" "2.A.1.58.4" "B0616E02-H0507E05.3 protein" "Oryza sativa" "B0616E02-H0507E05.3" "4" "1"
"6979" "Q01MW8" "2.A.1.9.4" "Probable inorganic phosphate transporter 1-4" "Oryza sativa subsp. indica" "PHT1-4" "2" "2"
"6980" "Q01UI3" "1.B.13.3.3" "Putative uncharacterized protein" "Solibacter usitatus (strain Ellin6076)" "Acid_5740" "4" "1"
"6981" "Q01XV6" "2.A.7.33.1" "Permease" "Solibacter usitatus (strain Ellin6076)" "Acid_4550" "4" "1"
"6982" "Q02006" "1.A.1.24.1" "Putative potassium channel protein RPA4233 - Rhodopseudomonas palustris." "" "" "" ""
"6983" "Q02028" "3.A.9.1.1" "Stromal 70 kDa heat shock-related protein, chloroplast precursor - Pisum sativum (Garden pea)." "" "" "" ""
"6984" "Q02094" "1.A.11.4.3" "Rhesus blood group-associated glycoprotein - Homo sapiens (Human)." "" "" "" ""
"6985" "Q02161" "1.A.11.4.3" "Blood group Rh(D) polypeptide - Homo sapiens (Human)." "" "" "" ""
"6986" "Q02199" "1.I.1.1.1" "Nucleoporin NUP49/NSP49 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"6987" "Q02221" "3.D.4.11.1" "Cytochrome c oxidase polypeptide VIa-heart, mitochondrial - Homo sapiens (Human)." "" "" "" ""
"6988" "Q02246" "8.A.23.1.3" "Contactin-2" "Homo sapiens" "CNTN2" "1" "1"
"6989" "Q02280" "1.A.1.20.6" "Potassium voltage-gated channel protein eag" "Drosophila melanogaster" "eag" "1" "2"
"6990" "Q02307" "1.C.5.1.1" "EPSILON-TOXIN, TYPE B PRECURSOR - Clostridium perfringens." "" "" "" ""
"6991" "Q02365" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 - Bos taurus (Bovine)." "" "" "" ""
"6992" "Q02366" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 - Bos taurus (Bovine)." "" "" "" ""
"6993" "Q02367" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 - Bos taurus (Bovine)." "" "" "" ""
"6994" "Q02368" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 - Bos taurus (Bovine)." "" "" "" ""
"6995" "Q02369" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 - Bos taurus (Bovine)." "" "" "" ""
"6996" "Q02370" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 - Bos taurus (Bovine)." "" "" "" ""
"6997" "Q02371" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 - Bos taurus (Bovine)." "" "" "" ""
"6998" "Q02372" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial - Bos taurus (Bovine)." "" "" "" ""
"6999" "Q02374" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial - Bos taurus (Bovine)." "" "" "" ""
"7000" "Q02375" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial - Bos taurus (Bovine)." "" "" "" ""
"7001" "Q02376" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial - Bos taurus (Bovine)." "" "" "" ""
"7002" "Q02377" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 - Bos taurus (Bovine)." "" "" "" ""
"7003" "Q02378" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 - Bos taurus (Bovine)." "" "" "" ""
"7004" "Q02379" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 - Bos taurus (Bovine)." "" "" "" ""
"7005" "Q02380" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial - Bos taurus (Bovine)." "" "" "" ""
"7006" "Q02455" "1.I.1.1.1" "Protein MLP1 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7007" "Q024N5" "9.B.8.1.11" "Membrane protein-like protein" "Solibacter usitatus (strain Ellin6076)" "Acid_2552" "4" "1"
"7008" "Q02563" "2.A.1.22.1" "Synaptic vesicle protein 2 (SV2) - Rattus norvegicus (Rat)." "" "" "" ""
"7009" "Q02592" "3.A.1.210.2" "Heavy metal tolerance protein precursor - Schizosaccharomyces pombe (Fission yeast)." "" "" "" ""
"7010" "Q025X6" "2.A.113.1.5" "High-affinity nickel-transporter" "Solibacter usitatus (strain Ellin6076)" "Acid_2203" "4" "1"
"7011" "Q02629" "1.I.1.1.1" "Nucleoporin NUP100/NSP100 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7012" "Q02630" "1.I.1.1.1" "Nucleoporin NUP116/NSP116 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7013" "Q02643" "9.A.14.4.7" "Growth hormone-releasing hormone receptor" "Homo sapiens" "GHRHR" "1" "2"
"7014" "Q02725" "4.E.1.1.2" "Vacuolar transporter chaperone 3" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "VTC3" "1" "1"
"7015" "Q02728" "1.B.18.1.1" "Exopolysaccharide production protein exoF precursor - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"7016" "Q02761" "3.E.2.1.1" "CYTOCHROME B - Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides)." "" "" "" ""
"7017" "Q02762" "3.E.2.1.1" "UBIQUINOL-CYTOCHROME C REDUCTASE IRON-SULFUR SUBUNIT (EC 1.10.2.2) (RIESKE IRON-SULFUR PROTEIN) (RISP) - Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides)." "" "" "" ""
"7018" "Q02776" "3.A.8.1.1" "Import inner membrane translocase subunit TIM50, mitochondrial - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7019" "Q02783" "1.A.35.5.5" "Mitochondrial inner membrane magnesium transporter MFM1" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "MFM1" "1" "1"
"7020" "Q02785" "3.A.1.205.3" "ATP-dependent permease PDR12 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7021" "Q02820" "9.A.27.1.1" "Non-classical export protein 1 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7022" "Q02827" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 subunit C2 - Bos taurus (Bovine)." "" "" "" ""
"7023" "Q02854" "3.D.1.6.2" "NADH-ubiquinone oxidoreductase 21 kDa subunit - Neurospora crassa." "" "" "" ""
"7024" "Q02889" "9.B.181.1.3" "Protein MGR2" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "MGR2" "1" "1"
"7025" "Q02920" "2.A.53.1.5" "EARLY NODULIN 70 - Glycine max (Soybean)." "" "" "" ""
"7026" "Q02969" "3.A.20.1.5" "Peroxisomal membrane protein PEX25" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "PEX25" "1" "1"
"7027" "Q02978" "2.A.29.2.13" "Mitochondrial 2-oxoglutarate/malate carrier protein" "Homo sapiens" "SLC25A11" "1" "3"
"7028" "Q02989" "1.C.63.1.2" "Alpha-latroinsectotoxin (Fragment) - Latrodectus mactans (Black widow spider)." "" "" "" ""
"7029" "Q02E98" "1.C.106.2.2" "Uncharacterized protein" "Pseudomonas aeruginosa (strain UCBPP-PA14)" "PA14_69520" "4" "1"
"7030" "Q02NR0" "2.A.117.1.4" "Putative membrane protein" "Pseudomonas aeruginosa (strain UCBPP-PA14)" "PA14_28430" "4" "1"
"7031" "Q02P42" "2.A.117.1.2" "Putative membrane protein" "Pseudomonas aeruginosa (strain UCBPP-PA14)" "PA14_26850" "4" "1"
"7032" "Q02PM3" "2.A.66.6.1" "PelG - Pseudomonas aeruginosa (strain UCBPP-PA14)." "" "" "" ""
"7033" "Q02YV9" "9.A.24.1.7" "Tryptophan-rich sensory protein" "Lactococcus lactis subsp. cremoris (strain SK11)" "LACR_1341" "4" "1"
"7034" "Q03015" "3.D.1.6.2" "NADH-ubiquinone oxidoreductase 12 kDa subunit, mitochondrial - Neurospora crassa." "" "" "" ""
"7035" "Q03024" "3.A.1.110.4" "Alkaline protease secretion ATP-binding protein aprD - Pseudomonas aeruginosa." "" "" "" ""
"7036" "Q03028" "2.A.29.2.8" "Mitochondrial 2-oxodicarboxylate carrier 1 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7037" "Q03030" "3.B.1.1.1" "OXALOACETATE DECARBOXYLASE ALPHA CHAIN (EC 4.1.1.3) - Salmonella typhimurium." "" "" "" ""
"7038" "Q03031" "3.B.1.1.1" "OXALOACETATE DECARBOXYLASE BETA CHAIN (EC 4.1.1.3) - Salmonella typhimurium." "" "" "" ""
"7039" "Q03032" "3.B.1.1.1" "OXALOACETATE DECARBOXYLASE GAMMA CHAIN (EC 4.1.1.3) - Salmonella typhimurium." "" "" "" ""
"7040" "Q03105" "9.B.16.1.2" "V-type proton ATPase 16 kDa proteolipid subunit" "Torpedo marmorata" "" "1" "1"
"7041" "Q03135" "8.A.26.1.1" "Caveolin-1" "Homo sapiens" "CAV1" "1" "4"
"7042" "Q03155" "1.B.12.1.1" "ADHESIN AIDA-I PRECURSOR - Escherichia coli." "" "" "" ""
"7043" "Q03169" "1.L.1.1.1" "Tumor necrosis factor alpha-induced protein 2" "Homo sapiens" "TNFAIP2" "1" "2"
"7044" "Q03203" "3.A.1.111.3" "Nisin transport ATP-binding protein NIST - Lactococcus lactis (subsp. lactis) (Streptococcus lactis)." "" "" "" ""
"7045" "Q03307" "1.A.14.4.1" "Transmembrane protein HWLF3 - Human cytomegalovirus (strain Towne) (HHV-5) (Human herpesvirus 5)." "" "" "" ""
"7046" "Q03327" "9.B.25.1.1" "Mitochondrial fusion and transport protein UGO1" "Saccharomyces cerevisiae" "UGO1" "1" "2"
"7047" "Q03370" "3.A.20.1.5" "Peroxisomal membrane protein PEX29" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "PEX29" "1" "1"
"7048" "Q03412" "1.A.25.1.2" "Innexin unc-7 - Caenorhabditis elegans." "" "" "" ""
"7049" "Q03431" "9.A.14.4.11" "Parathyroid hormone/parathyroid hormone-related peptide receptor" "Homo sapiens" "PTH1R" "1" "1"
"7050" "Q03455" "2.A.4.4.1" "HYPOTHETICAL 82.5 kDa PROTEIN - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7051" "Q03518" "3.A.1.209.1" "Antigen peptide transporter 1 (APT1) (Peptide transporter TAP1) (Peptide transporter PSF1) (Peptide supply factor 1) (PSF-1) (Peptide transporter involved IN antigen processing 1) - Homo sapiens (Human)." "" "" "" ""
"7052" "Q03519" "3.A.1.209.1" "Antigen peptide transporter 2 (APT2) (Peptide transporter TAP2) (Peptide transporter PSF2) (Peptide supply factor 2) (PSF-2) (Peptide transporter involved IN antigen processing 2) - Homo sapiens (Human)." "" "" "" ""
"7053" "Q03530" "9.B.1.2.1" "CAAX prenyl protease 2" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "RCE1" "1" "1"
"7054" "Q03611" "1.A.1.5.20" "Cyclic nucleotide-gated cation channel" "Caenorhabditis elegans" "tax-4" "2" "3"
"7055" "Q03614" "2.A.22.1.4" "Sodium-dependent dopamine transporter - Caenorhabditis elegans." "" "" "" ""
"7056" "Q03689" "1.C.104.1.1" "Heterokaryon incompatibility protein s" "Podospora anserina" "het-s" "1" "3"
"7057" "Q03697" "2.A.7.9.14" "Putative nucleotide-sugar transporter YMD8" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "YMD8" "1" "1"
"7058" "Q03709" "1.A.73.1.3" "Lysis protein for colicin E7" "Escherichia coli" "lys" "4" "1"
"7059" "Q03720" "1.A.1.3.1" "1.A.1.3.1 Calcium-activated potassium channel slowpoke" "" "" "" ""
"7060" "Q03727" "3.A.1.112.1" "Transport ATP-binding protein comA - Streptococcus pneumoniae." "" "" "" ""
"7061" "Q03730" "2.A.7.24.5" "Uncharacterized vacuolar membrane protein YML018C" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "YML018C" "1" "1"
"7062" "Q03736" "3.D.4.6.2" "Cytochrome c oxidase subunit 2" "Rhodobacter sphaeroides" "ctaC" "1" "2"
"7063" "Q03770" "2.A.3.10.12" "Putative amino-acid permease SSY1 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7064" "Q03790" "1.I.1.1.1" "Nucleoporin NUP53 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7065" "Q037U3" "2.A.88.3.3" "Thiamine transporter ThiT" "Lactobacillus casei (strain ATCC 334)" "thiT" "1" "1"
"7066" "Q03945" "1.C.36.3.1" "62 KDA MEMBRANE ANTIGEN - Shigella dysenteriae." "" "" "" ""
"7067" "Q03961" "1.B.18.1.2" "POLYSIALIC ACID TRANSPORT PROTEIN KPSD PRECURSOR - Escherichia coli." "" "" "" ""
"7068" "Q03BM3" "1.E.42.1.3" "Predicted holin-like toxin" "Lactobacillus casei (strain ATCC 334)" "LSEI_0550" "4" "1"
"7069" "Q03CJ3" "9.B.182.1.1" "Uncharacterized membrane-bound protein conserved in bacteria" "Lactobacillus casei (strain ATCC 334)" "LSEI_0216" "4" "1"
"7070" "Q03PY5" "3.A.1.28.2" "Energy-coupling factor transporter ATP-binding protein EcfA1" "Lactobacillus brevis (strain ATCC 367 / JCM 1170)" "ecfA1" "3" "1"
"7071" "Q03PY5" "3.A.1.26.9" "Energy-coupling factor transporter ATP-binding protein EcfA1" "Lactobacillus brevis (strain ATCC 367 / JCM 1170)" "ecfA1" "3" "1"
"7072" "Q03PY6" "3.A.1.26.9" "Energy-coupling factor transporter ATP-binding protein EcfA2" "Lactobacillus brevis (strain ATCC 367 / JCM 1170)" "ecfA2" "3" "1"
"7073" "Q03PY7" "3.A.1.28.2" "Energy-coupling factor transporter transmembrane protein EcfT" "Lactobacillus brevis (strain ATCC 367 / JCM 1170)" "ecfT" "3" "1"
"7074" "Q03PY7" "3.A.1.26.9" "Energy-coupling factor transporter transmembrane protein EcfT" "Lactobacillus brevis (strain ATCC 367 / JCM 1170)" "ecfT" "3" "1"
"7075" "Q03RG7" "1.E.26.1.11" "Uncharacterized protein" "Lactobacillus brevis (strain ATCC 367 / JCM 1170)" "LVIS_1073" "4" "1"
"7076" "Q03RZ6" "3.A.1.122.13" "ABC-type antimicrobial peptide transport system, ATPase component - Lactobacillus brevis (strain ATCC 367 / JCM 1170)" "" "" "" ""
"7077" "Q03S56" "3.A.1.26.9" "Uncharacterized protein" "Lactobacillus brevis (strain ATCC 367 / JCM 1170)" "LVIS_0823" "4" "1"
"7078" "Q03SX2" "2.A.115.2.4" "Predicted membrane protein" "Lactobacillus brevis (strain ATCC 367 / JCM 1170)" "LVIS_0552" "4" "1"
"7079" "Q03YI6" "2.A.87.2.1" "Pantothenate transporter PanT" "Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / NCDO 523)" "panT" "1" "1"
"7080" "Q03YV5" "9.B.55.1.1" "H+/gluconate symporter related permease" "Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / NCDO 523)" "LEUM_0501" "4" "1"
"7081" "Q04013" "2.A.29.29.1" "Mitochondrial DNA replication protein YHM2" "Saccharomyces cerevisiae" "YHM2" "1" "1"
"7082" "Q04064" "1.B.1.4.1" "Outer membrane porin protein precursor - Bordetella pertussis." "" "" "" ""
"7083" "Q04083" "2.A.7.24.1" "Thiamine-repressible mitochondrial transport protein THI74 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7084" "Q04121" "2.A.36.1.12" "Endosomal/prevacuolar sodium/hydrogen exchanger" "Saccharomyces cerevisiae" "NHX1" "1" "1"
"7085" "Q04162" "2.A.1.1.101" "Probable metabolite transport protein YDR387C" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "YDR387C" "1" "1"
"7086" "Q04230" "3.A.7.2.1" "TRWB PROTEIN - Escherichia coli." "" "" "" ""
"7087" "Q04301" "2.A.1.48.1" "Hypothetical transport protein YMR088C - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7088" "Q04338" "1.F.1.1.2" "t-SNARE VTI1" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "VTI1" "1" "3"
"7089" "Q04370" "3.A.20.1.5" "Peroxisome assembly protein 12" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "PEX12" "1" "1"
"7090" "Q04454" "2.A.86.1.3" "HYPOTHETICAL 43.4 KDA PROTEIN IN CTAF 3'REGION (ORF2) - Bacillus firmus." "" "" "" ""
"7091" "Q04470" "1.C.71.1.2" "Type-2Aa cytolytic delta-endotoxin (29 kDa cytolytic toxin) - Bacillus thuringiensis (subsp. kyushuensis)." "" "" "" ""
"7092" "Q045H3" "4.A.3.1.3" "PTS system lactose-specific IIB component, Lac family / PTS system lactose-specific IIC component, Lac family" "Lactobacillus gasseri (strain ATCC 33323 / DSM 20243)" "LGAS_0501" "4" "1"
"7093" "Q045H4" "4.A.3.1.3" "Cellobiose-specific PTS system IIA component" "Lactobacillus gasseri (strain ATCC 33323 / DSM 20243)" "LGAS_0500" "4" "1"
"7094" "Q045X3" "4.A.3.1.2" "PTS system lactose-specific IIB component, Lac family / PTS system lactose-specific IIC component, Lac family" "Lactobacillus gasseri (strain ATCC 33323 / DSM 20243)" "LGAS_0343" "4" "1"
"7095" "Q045X4" "4.A.3.1.2" "PTS system lactose-specific IIA component, Lac family" "Lactobacillus gasseri (strain ATCC 33323 / DSM 20243)" "LGAS_0342" "4" "1"
"7096" "Q04602" "2.A.1.48.5" "Vacuolar basic amino acid transporter 4" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "VBA4" "1" "1"
"7097" "Q04656" "3.A.3.5.6" "Copper-transporting ATPase 1 (EC 3.6.3.4) (Copper pump 1) (Menkes disease-associated protein) - Homo sapiens (Human)." "" "" "" ""
"7098" "Q04671" "2.A.45.2.1" "P PROTEIN (MELANOCYTE-SPECIFIC TRANSPORTER PROTEIN) - Homo sapiens (Human)." "" "" "" ""
"7099" "Q04705" "1.A.88.1.2" "Pheromone-regulated membrane protein 6" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "PRM6" "2" "1"
"7100" "Q04733" "2.A.1.3.8" "Cephamycin export protein cmcT - Nocardia lactamdurans." "" "" "" ""
"7101" "Q04844" "1.A.9.1.1" "Acetylcholine receptor subunit epsilon" "Homo sapiens" "CHRNE" "1" "2"
"7102" "Q04895" "2.A.39.3.1" "ALLANTOIN PERMEASE (ALLANTOIN TRANSPORT PROTEIN) - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7103" "Q04941" "1.A.64.5.2" "Proteolipid protein 2" "Homo sapiens" "PLP2" "1" "1"
"7104" "Q04976" "1.B.18.2.1" "Vi polysaccharide export protein vexA/tviF - Salmonella typhi." "" "" "" ""
"7105" "Q04DP6" "2.A.1.68.1" "Permease of the major facilitator superfamily" "Oenococcus oeni (strain BAA-331 / PSU-1)" "OEOE_1574" "4" "1"
"7106" "Q04FN1" "2.A.1.17.2" "Cyanate permease" "Oenococcus oeni (strain BAA-331 / PSU-1)" "OEOE_0819" "4" "1"
"7107" "Q04GJ9" "4.A.6.1.10" "PTS system IID component, Man family" "Oenococcus oeni (strain BAA-331 / PSU-1)" "OEOE_0466" "4" "1"
"7108" "Q04GK0" "4.A.6.1.10" "Mannose-specific PTS system component IIC" "Oenococcus oeni (strain BAA-331 / PSU-1)" "OEOE_0465" "4" "1"
"7109" "Q04GK1" "4.A.6.1.10" "Phosphotransferase system, mannose/fructose-specific component IIA" "Oenococcus oeni (strain BAA-331 / PSU-1)" "OEOE_0464" "4" "1"
"7110" "Q04JJ5" "3.A.3.2.28" "Cation-transporting ATPase, E1-E2 family protein" "Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)" "SPD_1383" "3" "1"
"7111" "Q04MS5" "3.A.1.24.6" "ABC transporter, permease protein, putative" "Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)" "SPD_0154" "3" "1"
"7112" "Q04MS6" "3.A.1.24.6" "ABC transporter, ATP-binding protein" "Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)" "SPD_0153" "3" "1"
"7113" "Q04MS8" "3.A.1.24.6" "Lipoprotein" "Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)" "SPD_0151" "3" "1"
"7114" "Q04MT1" "2.A.1.47.4" "Transporter, major facilitator family protein" "Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)" "SPD_0148" "4" "1"
"7115" "Q05085" "2.A.17.3.1" "NITRATE/CHLORATE TRANSPORTER - Arabidopsis thaliana (Mouse-ear cress)." "" "" "" ""
"7116" "Q05098" "1.B.14.1.5" "FERRIC ENTEROBACTIN RECEPTOR PRECURSOR - Pseudomonas aeruginosa." "" "" "" ""
"7117" "Q05166" "1.I.1.1.1" "Nucleoporin ASM4 - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7118" "Q05181" "2.A.1.14.5" "Phthalate transporter - Pseudomonas putida." "" "" "" ""
"7119" "Q05202" "1.B.14.1.15" "Ferrichrome receptor FcuA" "Yersinia enterocolitica" "fcuA" "1" "1"
"7120" "Q05320" "1.G.12.2.2" "Envelope glycoprotein" "Zaire ebolavirus (strain Mayinga-76)" "GP" "1" "1"
"7121" "Q05520" "1.B.1.5.2" "MAJOR OUTER MEMBRANE PROTEIN P.IA PRECURSOR (PROTEIN IA) (PIA) - Neisseria meningitidis." "" "" "" ""
"7122" "Q05568" "3.A.20.1.5" "Peroxisome biogenesis factor 10" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "PEX10" "1" "1"
"7123" "Q05586" "1.A.10.1.6" "Glutamate [NMDA] receptor subunit zeta-1 - Homo sapiens (Human)." "" "" "" ""
"7124" "Q05594" "3.A.1.23.6" "Protein cbiM - Salmonella typhimurium." "" "" "" ""
"7125" "Q05595" "3.A.1.23.6" "Cobalt transport protein cbiN - Salmonella typhimurium." "" "" "" ""
"7126" "Q05596" "3.A.1.23.6" "Cobalt transport ATP-binding protein cbiO - Salmonella typhimurium." "" "" "" ""
"7127" "Q05598" "3.A.1.23.6" "Cobalt transport protein CBIQ - Salmonella typhimurium." "" "" "" ""
"7128" "Q05752" "3.D.1.6.1" "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 - Bos taurus (Bovine)." "" "" "" ""
"7129" "Q05787" "3.A.16.1.2" "ERAD-associated E3 ubiquitin-protein ligase component HRD3" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "HRD3" "1" "1"
"7130" "Q05811" "1.B.70.1.2" "OUTER MEMBRANE PROTEIN IIIA PRECURSOR (OMPIIIA) - Rhizobium leguminosarum (biovar viciae)." "" "" "" ""
"7131" "Q05839" "8.A.9.1.1" "AMINO ACID TRANSPORT RELATED PROTEIN (RBAT) - Oryctolagus cuniculus (Rabbit)." "" "" "" ""
"7132" "Q058N4" "1.A.35.5.3" "Magnesium transporter MRS2-11, chloroplastic" "Arabidopsis thaliana" "MRS2-11" "1" "1"
"7133" "Q05940" "2.A.1.2.29" "Synaptic vesicular amine transporter - Homo sapiens (Human)." "" "" "" ""
"7134" "Q05998" "2.A.39.4.1" "THIAMINE TRANSPORTER - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7135" "Q05CP7" "8.A.33.1.2" "FABP1 protein (Fragment)" "Homo sapiens" "FABP1" "2" "1"
"7136" "Q05HN0" "1.E.31.1.1" "Holin" "Lactococcus phage phi31" "hol31" "4" "1"
"7137" "Q06019" "1.A.8.8.14" "Lens fiber major intrinsic protein" "Rana pipiens" "" "1" "1"
"7138" "Q06114" "1.C.36.2.1" "YOPB PROTEIN - Yersinia pseudotuberculosis." "" "" "" ""
"7139" "Q06131" "1.C.36.2.1" "YopD protein - Yersinia pseudotuberculosis." "" "" "" ""
"7140" "Q06141" "1.C.111.1.2" "Regenerating islet-derived protein 3-alpha" "Homo sapiens" "REG3A" "1" "1"
"7141" "Q06143" "2.A.29.2.3" "BELONGS TO THE MITOCHONDRIAL CARRIER FAMILY - Saccharomyces cerevisiae (Baker's yeast)." "" "" "" ""
"7142" "Q06169" "3.A.20.1.5" "Peroxisomal membrane protein PEX30" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "PEX30" "1" "1"
"7143" "Q06200" "1.H.1.4.6" "Protein ECM7" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "ECM7" "1" "1"
"7144" "Q06222" "2.A.1.1.18" "Glucose transporter 2A - Trypanosoma brucei brucei." "" "" "" ""
"7145" "Q06328" "2.A.43.2.8" "Vacuolar integral membrane protein YDR352W" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "YDR352W" "1" "1"
"7146" "Q06393" "2.A.49.2.4" "Chloride channel protein ClC-Ka - Rattus norvegicus (Rat)." "" "" "" ""
"7147" "Q06432" "8.A.16.1.1" "Voltage-dependent calcium channel gamma-1 subunit (Dihydropyridine- sensitive L-type, skeletal muscle calcium channel gamma subunit) - Homo sapiens (Human)." "" "" "" ""
"7148" "Q06451" "2.A.1.2.66" "Polyamine transporter 3" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c)" "TPO3" "1" "1"
